Ano,Mes,Calc,COR(ppm Pt Co),TURB.(FTU),pH,ALC.(ppm CaCO3),AC.(ppm CaCO3),O.C.(ppm O2),DBO(ppm O2),O.D.(ppm O2),Cl-(ppm Cl-),DUR.(ppm CaCO3),Fe(ppm Fe),Mn(mg/l),N(ppm N),P(ppm P),Cond.(uS/cm),Amonia(mg/l),Surfact.(mg/l),Cianobacteria(cel/ml),S.T.(mg/l),C.T.(NMP/100ml),C.F.(NMP/100ml),CLOROFILA(ug/l),F(ppm F)
2020,Jun,Méd.,68,28,"7,1",-,-,-,--,"3,3",-,-,-,-,--,--,291,,--,11.894,--,-,7.500,"27,16","0,39"
2020,Jun,Máx.,400,220,"7,2",-,-,-,--,"7,1",-,-,-,-,--,--,370,,--,11.894,--,-,7.500,"27,16","0,56"
2020,Jul,Mín.,25,5,"7,0",-,-,-,--,"2,3",-,-,-,-,--,--,288,,--,29.083,--,-,1.120,"44,64","0,00"
2020,Jul,Méd.,53,7,"7,2",-,-,-,--,"3,2",-,-,-,-,--,--,361,,--,29.083,--,-,1.120,"44,64","0,00"
2020,Jul,Máx.,93,16,"7,5",-,-,-,--,"4,3",-,-,-,-,--,--,444,,--,29.083,--,-,1.120,"44,64","0,00"
2020,Ago,Mín.,35,5,"7,1",45,8,"7,2",--,"1,6",41,58,"0,10","0,08",--,--,158,,--,36.512,--,-,4.200,"44,27","0,00"
2020,Ago,Méd.,57,10,"7,2",65,10,"11,4",--,"2,9",46,67,"0,58","0,13",--,--,404,,--,36.512,--,-,4.200,"44,27","0,00"
2020,Ago,Máx.,138,56,"7,4",87,12,"22,0",--,"3,9",56,78,"0,93","0,19",--,--,517,,--,36.512,--,-,4.200,"44,27","0,00"
2020,Set,Mín.,30,4,"7,1",48,6,"7,2",--,"1,1",46,70,"0,83","0,08",--,--,408,,--,68.797,--,-,1.400,"117,92","0,00"
2020,Set,Méd.,57,7,"7,3",82,10,"13,1",--,"2,5",56,79,"0,89","0,14",--,--,522,,--,68.797,--,-,3.133,"117,92","0,00"
2020,Set,Máx.,95,21,"7,6",121,12,"20,3",--,"5,2",71,100,"0,98","0,25",--,--,615,,--,68.797,--,-,>8000,"117,92","0,00"
2020,Out,Mín.,11,3,"7,1",-,10,"6,1",--,"0,6",40,75,"0,92","0,12",--,--,445,,--,53.283,--,-,1.560,"142,85","0,00"
2020,Out,Méd.,64,7,"7,3",-,10,"11,3",--,"2,5",40,75,"0,92","0,12",--,--,575,,--,53.283,--,-,1.560,"142,85","0,00"
2020,Out,Máx.,111,27,"7,4",-,10,"19,3",--,"4,5",40,75,"0,92","0,12",--,--,722,,--,53.283,--,-,1.560,"142,85","0,00"
2020,Nov,Mín.,40,4,"7,0",45,8,"6,6",--,"1,8",30,56,"1,17","0,18",--,--,238,,--,19.179,--,-,1.600,"29,76","0,00"
2020,Nov,Méd.,101,58,"7,2",48,9,"9,5",--,"3,2",38,69,"3,03","0,33",--,--,443,,--,19.179,--,-,1.600,"29,76","0,00"
2020,Nov,Máx.,560,855,"7,6",52,10,"19,9",--,"5,2",41,76,"8,15","0,75",--,--,631,,--,19.179,--,-,1.600,"29,76","0,00"
2020,Dez,Mín.,11,7,"7,0",49,7,"5,4",--,"1,8",26,60,"0,95","0,11",--,--,162,,--,5.593,--,-,10.100,"22,32","0,00"
2020,Dez,Méd.,233,252,"7,3",82,8,"8,6",--,"2,8",36,67,"1,82","0,18",--,--,290,,--,5.593,--,-,10.100,"22,32","0,00"
2020,Dez,Máx.,700,1.148,"7,6",120,8,"13,8",--,"7,3",43,72,"3,20","0,28",--,--,494,,--,5.593,--,-,10.100,"22,32","0,00"
2021,Jan,Mín.,78,23,"7,0",-,-,"5,5",--,"2,3",-,-,-,-,--,--,129,"0,50",--,13.364,--,-,7.500,"14,88","0,23"
2021,Jan,Méd.,201,156,"7,2",-,-,"8,1",--,"3,7",-,-,-,-,--,--,220,"2,31",--,13.364,--,-,7.500,"14,88","0,32"
2021,Jan,Máx.,600,846,"7,3",-,-,"15,0",--,"4,7",-,-,-,-,--,--,314,"7,40",--,13.364,--,-,7.500,"14,88","0,41"
2021,Fev,Mín.,70,16,"7,2",50,8,"5,6",--,"2,6",28,48,"0,80","0,10",--,--,110,"0,98",--,19.208,--,-,2.500,"29,02","0,22"
2021,Fev,Méd.,202,136,"7,3",55,8,"8,4",--,"3,5",34,59,"1,00","0,12",--,--,225,"2,50",--,19.208,--,-,2.500,"29,02","0,34"
2021,Fev,Máx.,1.035,1.200,"7,4",65,9,"15,1",--,"4,5",40,65,"1,30","0,15",--,--,318,"4,76",--,19.208,--,-,2.500,"29,02","0,94"
2021,Mar,Mín.,37,5,"7,0",42,9,"6,5",--,"1,5",22,53,"0,87","0,05",--,--,158,"0,65",--,-,--,-,3.100,-,"0,25"
2021,Mar,Méd.,136,93,"7,2",50,10,"10,2",--,"3,2",27,57,"1,44","0,06",--,--,243,"2,60",--,-,--,-,3.100,-,"0,44"
2021,Mar,Máx.,675,939,"7,4",57,10,"16,9",--,"4,2",31,60,"2,01","0,07",--,--,341,"7,70",--,-,--,-,3.100,-,"0,95"
2021,Abr,Mín.,37,4,"7,1",58,6,"5,0",--,"0,7",35,48,"0,50","0,01",--,--,205,"2,00",--,5.928,--,-,1.200,"16,00","0,33"
2021,Abr,Méd.,53,6,"7,2",67,7,"7,0",--,"2,8",39,56,"0,64","0,11",--,--,349,"4,43",--,5.928,--,-,1.200,"16,00","0,47"
2021,Abr,Máx.,83,18,"7,4",76,8,"12,0",--,"4,7",45,64,"0,85","0,14",--,--,403,"9,00",--,5.928,--,-,1.200,"16,00","0,87"
2021,Mai,Mín.,28,3,"7,2",50,6,"3,2",--,"2,1",40,54,"0,62","0,10",--,--,294,"1,81",--,1.943,--,-,1.800,"13,02","0,33"
2021,Mai,Méd.,50,6,"7,3",66,8,"6,6",--,"3,0",44,66,"0,75","0,15",--,--,389,"5,02",--,1.943,--,-,1.800,"13,02","0,47"
2021,Mai,Máx.,110,58,"7,5",80,10,"8,1",--,"4,0",52,80,"0,94","0,18",--,--,450,"9,20",--,1.943,--,-,1.800,"13,02","1,03"
2021,Jun,Mín.,30,2,"7,2",41,6,"4,3",--,"0,6",37,56,"0,53","0,12",--,--,304,"3,90",--,5.250,--,-,7.700,"12,28","0,35"
2021,Jun,Méd.,47,4,"7,4",63,8,"7,0",--,"2,1",47,72,"0,63","0,16",--,--,426,"7,12",--,5.250,--,-,7.700,"12,28","0,50"
2021,Jun,Máx.,107,38,"7,7",86,10,"11,3",--,"3,9",53,88,"0,72","0,21",--,--,605,"12,00",--,5.250,--,-,7.700,"12,28","0,92"
2021,Jul,Mín.,30,1,"7,3",52,4,"4,1",--,"2,0",27,56,"0,51","0,08",--,--,215,"3,51",--,4.428,--,-,1.260,"25,29","0,27"
2021,Jul,Méd.,46,4,"7,4",73,7,"7,7",--,"3,4",41,66,"0,89","0,14",--,--,456,"6,66",--,4.428,--,-,1.260,"25,29","0,41"
2021,Jul,Máx.,86,26,"7,8",106,9,"11,0",--,"6,3",62,72,"1,20","0,20",--,--,564,"9,99",--,4.428,--,-,1.260,"25,29","0,50"
2021,Ago,Mín.,9,5,"7,3",28,6,"4,4",--,"1,4",36,60,"0,55","0,12",--,--,254,"3,05",--,12.389,--,-,600,"58,78","0,27"
2021,Ago,Méd.,41,10,"7,4",67,8,"8,2",--,"2,5",58,63,"0,84","0,14",--,--,559,"7,14",--,12.389,--,-,600,"58,78","0,41"
2021,Ago,Máx.,101,55,"7,7",126,10,"13,1",--,"3,5",79,70,"1,10","0,17",--,--,686,"10,58",--,12.389,--,-,600,"58,78","0,50"
2021,Set,Mín.,36,5,"7,2",94,7,"5,9",--,"1,0",58,60,"0,54","0,12",--,--,530,"1,05",--,6.193,--,-,1.020,"65,47","0,39"
2021,Set,Méd.,56,8,"7,4",116,12,"7,8",--,"2,5",71,64,"0,65","0,15",--,--,656,"6,03",--,6.193,--,-,1.020,"65,47","0,63"
2021,Set,Máx.,76,13,"7,7",145,16,"14,0",--,"3,8",92,68,"0,72","0,17",--,--,803,"12,40",--,6.193,--,-,1.020,"65,47","0,90"
2021,Out,Mín.,47,6,"7,1",26,8,"6,3",--,"1,9",41,50,"0,37","0,08",--,--,60,"1,05",--,17.151,--,-,1.400,"36,08","0,17"
2021,Out,Méd.,69,21,"7,4",66,9,"11,2",--,"3,0",61,66,"1,02","0,12",--,--,520,"6,03",--,17.151,--,-,1.400,"36,08","0,59"
2021,Out,Máx.,183,92,"7,7",122,14,"18,4",--,"7,1",102,89,"2,41","0,17",--,--,1.336,"12,40",--,17.151,--,-,1.400,"36,08","1,52"
2021,Nov,Mín.,36,10,"7,2",52,6,"3,9",--,"2,5",34,46,"0,20","0,11",--,--,128,"0,85",--,40.120,--,-,4.200,"46,13","0,21"
2021,Nov,Méd.,71,27,"7,5",72,8,"6,7",--,"3,6",45,54,"1,51","0,14",--,--,445,"3,73",--,40.120,--,-,4.200,"46,13","0,46"
2021,Nov,Máx.,214,121,"7,7",128,10,"11,8",--,"5,8",85,68,"2,33","0,17",--,--,720,"8,64",--,40.120,--,-,4.200,"46,13","0,77"
2021,Dez,Mín.,42,15,"7,2",56,8,"2,3",--,"2,0",34,46,"0,72","0,02",--,--,215,"1,21",--,122.480,--,-,4.200,"106,76","0,29"
2021,Dez,Méd.,105,66,"7,4",67,10,"5,1",--,"3,2",51,60,"0,97","0,12",--,--,392,"3,01",--,122.480,--,-,4.200,"106,76","0,38"
2021,Dez,Máx.,380,350,"7,7",80,15,"6,8",--,"4,9",70,80,"1,61","0,22",--,--,520,"5,70",--,122.480,--,-,4.200,"106,76","0,55"
2022,Jan,Mín.,75,30,"7,2",52,6,"3,8",--,"2,6",19,40,"3,56","0,10",--,--,142,"0,61",--,42.826,--,-,2.700,"30,88","0,17"
2022,Jan,Méd.,196,146,"7,4",56,6,"9,5",--,"3,9",21,45,"4,80","0,24",--,--,256,"1,36",--,42.826,--,-,2.700,"30,88","0,26"
2022,Jan,Máx.,456,514,"7,6",59,6,"15,9",--,"7,0",24,48,"5,64","0,49",--,--,413,"3,10",--,42.826,--,-,2.700,"30,88","0,42"
2022,Fev,Mín.,16,10,"7,0",39,7,"7,2",--,"3,2",13,38,"1,08","0,07",--,--,140,"0,53",--,7.428,--,-,5.800,"23,81","0,20"
2022,Fev,Méd.,138,98,"7,4",47,11,"9,7",--,"4,5",21,59,"2,96","0,16",--,--,223,"1,35",--,7.428,--,-,5.800,"23,81","0,23"
2022,Fev,Máx.,327,399,"7,6",59,17,"22,4",--,"5,7",32,78,"6,96","0,38",--,--,281,"2,25",--,7.428,--,-,5.800,"23,81","0,27"
2022,Mar,Mín.,30,7,"7,1",37,12,"5,1",--,"2,9",25,40,"0,60","0,08",--,--,199,"0,95",--,-,--,-,2.100,-,"0,19"
2022,Mar,Méd.,77,46,"7,2",45,17,"7,8",--,"3,6",80,57,"1,44","0,11",--,--,277,"1,74",--,-,--,-,2.100,-,"0,26"
2022,Mar,Máx.,544,413,"7,3",55,23,"11,8",--,"4,5",160,76,"2,82","0,19",--,--,353,"2,72",--,-,--,-,2.100,-,"0,34"
2022,Abr,Mín.,29,5,"6,9",41,8,"5,4",--,"2,7",28,46,"0,41","0,08",--,--,198,"1,06",--,24.618,--,-,100,"65,10","0,21"
2022,Abr,Méd.,72,52,"7,2",66,20,"7,9",--,"3,7",51,54,"0,61","0,11",--,--,347,"2,32",--,24.618,--,-,100,"65,10","0,27"
2022,Abr,Máx.,706,997,"7,4",110,34,"14,8",--,"4,7",85,71,"0,95","0,17",--,--,482,"4,15",--,24.618,--,-,100,"65,10","0,33"
2022,Mai,Mín.,21,4,"7,0",60,16,"7,3",--,"2,4",35,60,"0,33","0,08",--,--,335,"2,89",--,12.675,--,-,280,"33,11","0,33"
2022,Mai,Méd.,37,9,"7,2",77,20,"9,7",--,"3,3",39,63,"0,39","0,10",--,--,475,"3,98",--,12.675,--,-,280,"33,11","0,47"
2022,Mai,Máx.,158,67,"7,5",89,24,"13,4",--,"4,3",45,70,"0,44","0,13",--,--,529,"5,10",--,12.675,--,-,280,"33,11","1,03"
2022,Jun,Mín.,22,4,"7,0",59,7,"6,5",--,"2,4",35,46,"0,45","0,06",--,--,359,"2,60",--,4.585,--,-,2.400,"10,42","0,25"
2022,Jun,Méd.,33,9,"7,2",72,23,"9,0",--,"3,5",42,60,"0,85","0,09",--,--,473,"4,24",--,4.585,--,-,2.400,"10,42","0,30"
2022,Jun,Máx.,90,48,"7,5",84,34,"13,1",--,"6,3",54,88,"1,45","0,13",--,--,574,"6,13",--,4.585,--,-,2.400,"10,42","0,43"
2022,Jul,Mín.,27,4,"7,2",68,7,"8,5",60,"2,3",44,60,"0,50","0,06","9,67","0,80",550,"5,08",-,16.113,-,-,660,"52,45","0,28"
2022,Jul,Méd.,35,6,"7,3",93,17,"11,0",71,"3,0",51,71,"0,84","0,11","9,67","0,80",631,"6,83",-,16.113,-,-,660,"52,45","0,33"
2022,Jul,Máx.,55,17,"7,5",126,37,"14,0",102,"3,9",60,102,"1,12","0,19","9,67","0,80",719,"9,42",-,16.113,-,-,660,"52,45","0,49"
2022,Ago,Mín.,29,4,"7,1",79,2,"6,4",-,"1,0",38,55,"0,42","0,06","9,61","1,51",484,"2,78",-,17.560,-,-,870,"38,69","0,32"
2022,Ago,Méd.,38,8,"7,3",92,7,"10,6",-,"3,0",56,65,"0,54","0,19","9,61","1,51",636,"6,66",-,17.560,-,-,870,"38,69","0,44"
2022,Ago,Máx.,61,19,"7,7",116,9,"14,7",-,"4,5",78,86,"0,80","0,51","9,61","1,51",732,"9,70",-,17.560,-,-,870,"38,69","0,52"
2022,Set,Mín.,33,4,"7,1",90,4,"8,7","4,6","2,0",51,60,"0,30","0,08","8,40",-,489,"4,59",-,14.075,-,-,-,"70,31","0,31"
2022,Set,Méd.,52,15,"7,3",104,8,"11,9","7,3","2,9",64,67,"1,34","0,15","8,40",-,647,"7,28",-,14.075,-,-,-,"70,31","0,39"
2022,Set,Máx.,103,47,"7,4",114,11,"16,4","9,8","4,9",72,70,"2,32","0,25","8,40",-,800,"9,80",-,14.075,-,-,-,"70,31","0,47"
2022,Out,Mín.,30,5,"6,8",27,6,"7,9","2,3","1,1",50,50,"0,46","0,09","10,05","0,25",214,"2,26",-,34.864,-,-,270,"50,49","0,17"
2022,Out,Méd.,62,28,"7,1",68,53,"10,8","4,6","2,9",55,85,"0,79","0,11","10,05","0,38",459,"4,58",-,34.864,-,-,270,"50,49","0,59"
2022,Out,Máx.,310,340,"7,7",92,120,"16,0","9,8","5,3",66,141,"1,06","0,12","10,05","0,53",596,"9,80",-,34.864,-,-,270,"50,49","1,52"
2022,Nov,Mín.,31,7,"6,9",43,7,"7,0","1,6","1,0",25,42,"0,38","0,11","8,20",-,224,"1,55",-,4.964,-,-,660,"17,86","0,22"
2022,Nov,Méd.,80,52,"7,1",74,11,"10,4","5,6","2,5",51,62,"1,94","0,29","8,20",-,428,"5,57",-,4.964,-,-,660,"17,86","0,34"
2022,Nov,Máx.,400,523,"7,3",95,23,"17,3","10,4","4,8",60,74,"7,52","1,02","8,20",-,582,"10,40",-,4.964,-,-,660,"17,86","0,45"
2022,Dez,Mín.,72,28,"6,7",33,15,"6,2",-,"2,7",17,34,"1,10","0,05","4,96","1,32",145,"0,01",-,52.312,-,-,3.100,"50,59","0,16"
2022,Dez,Méd.,205,135,"7,0",53,18,"9,7",-,"4,1",32,45,"2,41","0,07","4,96","1,32",239,"1,13",-,52.312,-,-,3.100,"50,59","0,23"
2022,Dez,Máx.,608,813,"7,6",61,20,"14,0",-,"5,6",40,55,"5,37","0,12","4,96","1,32",310,"2,21",-,52.312,-,-,3.100,"50,59","0,28"
2023,Jan,Mín.,145,51,"6,7",-,-,"4,7",--,"4,3",14,35,"2,00","0,05",--,--,115,"0,00",--,3.043,--,-,6.300,"10,00","0,16"
2023,Jan,Méd.,278,189,"7,0",-,-,"8,1",--,"5,7",16,38,"3,21","0,07",--,--,161,"0,21",--,3.043,--,-,6.300,"10,00","0,22"
2023,Jan,Máx.,602,553,"7,3",-,-,"11,8",--,"7,7",18,40,"4,64","0,10",--,--,207,"1,40",--,3.043,--,-,6.300,"10,00","0,40"
2023,Fev,Mín.,78,19,"6,8",38,13,"6,0",--,"4,8",12,46,"2,20","0,17",--,--,82,"0,00",--,2.434,--,-,15.000,"8,93","0,17"
2023,Fev,Méd.,225,155,"7,1",47,24,"8,7",--,"5,3",15,61,"4,79","0,59",--,--,159,"0,06",--,2.434,--,-,15.000,"8,93","0,23"
2023,Fev,Máx.,448,827,"7,3",57,36,"13,4",--,"6,5",19,73,"7,80","1,05",--,--,193,"0,37",--,2.434,--,-,15.000,"8,93","0,32"
2023,Mar,Mín.,70,18,"7,0",38,12,"6,3",--,"3,8",13,18,"0,77","0,11",--,--,63,"0,00",--,-,--,-,33.000,-,"0,13"
2023,Mar,Méd.,197,134,"7,2",44,19,"9,0",--,"4,8",25,60,"2,69","0,22",--,--,161,"0,14",--,-,--,-,33.000,-,"0,23"
2023,Mar,Máx.,412,538,"7,3",49,29,"16,2",--,"5,8",42,120,"6,74","0,46",--,--,204,"1,24",--,-,--,-,33.000,-,"0,41"
2023,Abr,Mín.,51,13,"7,1",31,14,"4,4",--,"2,4",19,44,"0,20","0,04",--,--,89,"0,00",--,7.242,--,-,1.800,"14,51","0,16"
2023,Abr,Méd.,138,73,"7,2",44,22,"7,1",--,"4,9",26,69,"0,84","0,09",--,--,185,"0,30",--,7.242,--,-,1.800,"14,51","0,22"
2023,Abr,Máx.,446,324,"7,4",58,31,"11,1",--,"6,8",44,88,"1,61","0,12",--,--,237,"1,20",--,7.242,--,-,1.800,"14,51","0,27"
2023,Mai,Mín.,25,5,"7,1",44,6,"3,4",--,"2,7",20,42,"0,42","0,07",--,--,218,"0,19",--,8.064,--,-,2.000,"9,30","0,33"
2023,Mai,Méd.,39,8,"7,2",50,13,"5,6",--,"4,0",38,99,"0,69","0,12",--,--,257,"1,96",--,8.064,--,-,2.000,"9,30","0,47"
2023,Mai,Máx.,59,14,"7,3",65,35,"7,6",--,"5,0",50,170,"0,95","0,22",--,--,296,"3,50",--,8.064,--,-,2.000,"9,30","1,03"
2023,Jun,Mín.,33,6,"7,1",38,6,"3,1",--,"3,3",20,44,"0,15","0,09",--,--,188,"0,92",--,7.392,--,-,3.400,"17,11","0,21"
2023,Jun,Méd.,56,19,"7,2",49,15,"6,4",--,"4,6",39,77,"1,28","0,19",--,--,254,"1,98",--,7.392,--,-,3.400,"17,11","0,24"
2023,Jun,Máx.,227,170,"7,4",66,30,"10,0",--,"6,2",85,120,"3,90","0,50",--,--,313,"3,30",--,7.392,--,-,3.400,"17,11","0,28"
2023,Jul,Mín.,24,1,"6,9",61,8,"4,0",-,"0,7",13,54,"0,25","0,06","7,52","0,93",283,"2,50",-,12.161,-,-,660,"21,58","0,25"
2023,Jul,Méd.,35,9,"7,1",70,10,"7,3",-,"3,8",33,85,"0,38","0,09","7,52","0,93",333,"3,30",-,12.161,-,-,660,"21,58","0,27"
2023,Jul,Máx.,74,22,"7,2",80,12,"10,4",-,"4,4",45,148,"0,50","0,10","7,52","0,93",462,"4,85",-,12.161,-,-,660,"21,58","0,33"
2023,Ago,Mín.,28,5,"7,1",75,7,"5,3",-,"2,5",45,54,"0,31","0,13","42,70","0,89",201,"2,78",-,12.499,-,-,500,"19,72","0,28"
2023,Ago,Méd.,41,10,"7,2",86,9,"8,2",-,"3,7",46,58,"0,51","0,16","42,70","0,89",377,"4,43",-,32.513,-,-,500,"19,72","0,30"
2023,Ago,Máx.,77,25,"7,5",90,10,"10,5",-,"5,2",47,64,"1,00","0,19","42,70","0,89",440,"6,31",-,45.955,-,-,500,"19,72","0,33"
2023,Set,Mín.,37,6,"7,0",63,8,"6,0",-,"1,8",30,44,"1,80","0,17","10,47","0,93",240,"1,79",-,4.728,-,-,1.200,"54,31","0,17"
2023,Set,Méd.,55,14,"7,2",63,9,"8,6",-,"3,9",35,45,"1,87","0,19","10,47","0,93",361,"3,86",-,20.149,-,-,1.200,"54,31","0,31"
2023,Set,Máx.,121,56,"7,6",63,9,"12,3",-,"6,7",40,46,"1,95","0,20","10,47","0,93",444,"6,98",-,40.555,-,-,1.200,"54,31","0,40"
2023,Out,Mín.,38,14,"6,7",40,5,"6,5",-,"2,1",22,40,"2,80","0,19","6,66","0,80",71,"0,5",-,3.143,-,-,3.100,"21,20","0,22"
2023,Out,Méd.,176,121,"7,2",48,7,"9,5",-,"4,3",35,53,"4,31","0,30","6,66","0,80",207,"1,6",-,3.143,-,-,3.100,"21,20","0,26"
2023,Out,Máx.,594,810,"7,5",59,9,"21,5",-,"6,8",46,70,"5,30","0,41","6,66","0,80",369,"2,8",-,3.143,-,-,3.100,"21,20","0,33"
2023,Nov,Mín.,39,7,"6,8",42,4,"4,4",-,"2,6",24,40,"2,07","0,01","3,08","0,30",133,"0,83",-,19.075,-,-,-,"16,96","0,22"
2023,Nov,Méd.,207,131,"7,2",45,5,"9,6",-,"4,2",27,53,"4,37","0,14","3,08","0,30",218,"1,99",-,19.075,-,-,-,"16,96","0,27"
2023,Nov,Máx.,990,1.000,"7,6",50,6,"20,0",-,"5,1",33,64,"7,45","0,24","3,08","0,30",339,"3,85",-,19.075,-,-,-,"16,96","0,34"
2023,Dez,Mín.,37,9,"6,6",48,6,"5,5",-,"2,4",21,48,"0,60","0,09","3,42","0,44",134,"0,74",-,17.751,-,-,-,"49,48","0,22"
2023,Dez,Méd.,146,74,"7,3",56,8,"8,0",-,"3,8",29,51,"2,67","0,11","3,42","0,44",216,"2,05",-,17.751,-,-,-,"49,48","0,29"
2023,Dez,Máx.,540,373,"7,5",70,11,"12,6",-,"5,0",40,57,"4,70","0,15","3,42","0,44",297,"3,68",-,17.751,-,-,-,"49,48","0,54"
2024,Jan,Mín.,40,8,"6,9",36,8,"5,4",--,"2,8",26,38,"0,99","0,08",--,--,84,"0,56",--,17.574,--,-,-,"27,34","0,21"
2024,Jan,Méd.,118,63,"7,1",58,11,"8,1",--,"4,1",25,38,"0,17","0,02",--,--,206,"0,56",--,17.574,--,-,-,"27,34","0,27"
2024,Jan,Máx.,342,435,"7,3",80,14,"12,2",--,"6,5",29,46,"2,77","0,15",--,--,269,"1,92",--,17.574,--,-,-,"27,34","0,33"
2024,Fev,Mín.,51,10,"6,9",35,9,"6,3",--,"3,1",17,35,"1,14","0,06",--,--,141,"1,14",--,4.969,--,-,4.000,"8,56","0,20"
2024,Fev,Méd.,134,76,"7,1",41,11,"10,7",--,"3,7",26,59,"4,05","0,23",--,--,215,"2,10",--,4.969,--,-,4.000,"8,56","0,26"
2024,Fev,Máx.,344,499,"7,4",49,15,"84,0",--,"4,4",41,88,"9,90","0,65",--,--,272,"3,62",--,4.969,--,-,4.000,"8,56","0,29"
2024,Mar,Mín.,22,10,"7,2",37,9,"6,3",--,"2,4",25,44,"0,09","0,12","3,27","0,90",99,"1,04",--,3.700,--,-,8.800,"15,62","0,19"
2024,Mar,Méd.,135,73,"7,3",47,11,"8,6",--,"3,4",42,56,"2,66","0,20","3,27","0,90",227,"2,60",--,3.700,--,-,8.800,"15,62","0,26"
2024,Mar,Máx.,512,398,"7,5",58,13,"23,1",--,"5,4",75,60,"8,00","0,40","3,27","0,90",288,"4,13",--,3.700,--,-,8.800,"15,62","0,34"
2024,Abr,Mín.,4,8,"7,3",68,6,"5,3",--,"0,6",35,56,"0,75","0,11",--,--,226,"2,43",--,-,--,-,-,-,-
2024,Abr,Méd.,57,17,"7,5",73,8,"8,4",--,"3,0",38,61,"1,07","0,14",--,--,328,"4,57",--,-,--,-,-,-,-
2024,Abr,Máx.,83,114,"7,7",78,10,"10,6",--,"7,1",42,68,"1,75","0,17",--,--,409,"8,47",--,-,--,-,-,-,-
2024,Mai,Mín.,34,6,"7,4",58,5,"6,1",--,"0,6",5,40,"0,42","0,11","3,45","1,02",170,"1,94",--,15.803,--,-,9.200,"62,50","0,24"
2024,Mai,Méd.,56,15,"7,6",82,7,"10,4",--,"2,9",47,77,"0,64","0,14","3,45","1,02",428,"6,25",--,15.803,--,-,9.200,"62,50","0,37"
2024,Mai,Máx.,204,77,"7,9",109,11,"16,5",--,"6,2",75,118,"1,00","0,18","3,45","1,02",588,"10,60",--,15.803,--,-,9.200,"62,50","0,47"
2024,Jun,Mín.,22,4,"7,0",59,7,"6,5",--,"2,4",35,46,"0,45","0,06",--,--,359,"2,60",--,4.585,--,-,2.400,"10,42","0,25"
2024,Jun,Méd.,33,9,"7,2",72,23,"9,0",--,"3,5",42,60,"0,85","0,09",--,--,473,"4,24",--,4.585,--,-,2.400,"10,42","0,30"
2024,Jun,Máx.,90,48,"7,5",84,34,"13,1",--,"6,3",54,88,"1,45","0,13",--,--,574,"6,13",--,4.585,--,-,2.400,"10,42","0,43"
2024,Jul,Mín.,11,4,"4,7",75,4,"3,2",3,"0,5",40,58,"0,60","0,07","6,97","1,62",331,"3,41",-,8.632,-,-,4.100,"54,68","0,03"
2024,Jul,Méd.,52,11,"7,5",89,7,"11,2",6,"3,5",52,75,"1,01","0,13","6,97","1,62",474,"5,82",-,12.701,-,-,4.100,"54,68","0,33"
2024,Jul,Máx.,180,48,"7,9",100,11,"46,2",7,"5,8",60,124,"1,40","0,36","6,97","1,62",537,"7,37",-,16.770,-,-,4.100,"54,68","0,42"
2024,Ago,Mín.,36,5,"7,5",68,7,"4,6","4,0","2,0",50,12,"0,51","0,05","6,82",-,398,"3,98",-,3.466,-,-,2.200,"136,90","0,27"
2024,Ago,Méd.,65,9,"7,7",87,31,"9,1","6,9","4,5",57,61,"0,60","0,07","6,82",-,526,"6,95",-,8.866,-,-,2.200,"136,90","0,35"
2024,Ago,Máx.,118,31,"7,9",107,100,"13,0","9,4","6,1",62,100,"0,68","0,11","6,82",-,665,"9,40",-,14.265,-,-,2.200,"136,90","0,40"
2024,Set,Mín.,41,3,"7,4",98,1,"8,8",-,"0,7",54,65,"0,36","0,02",-,-,536,"6,43",-,-,-,-,-,-,"0,34"
2024,Set,Méd.,71,8,"7,8",115,4,"11,9",-,"3,3",83,72,"0,64","0,14",-,-,620,"8,81",-,-,-,-,-,-,"0,40"
2024,Set,Máx.,102,13,"8,0",133,9,"16,0",-,"5,6",120,80,"0,81","0,21",-,-,688,"12,50",-,-,-,-,-,-,"0,46"
2024,Out,Mín.,33,3,"7,3",47,2,"7,6",-,"0,2",43,50,"0,35","0,07",-,-,259,"0,82",-,-,-,-,-,-,"0,32"
2024,Out,Méd.,182,37,"7,7",88,10,"12,0",-,"3,6",60,79,"0,55","0,13",-,-,545,"6,64",-,-,-,-,-,-,"0,46"
2024,Out,Máx.,520,427,"8,0",134,15,"37,0",-,"6,7",78,120,"0,91","0,21",-,-,789,"13,00",-,-,-,-,-,-,"1,10"
2024,Nov,Mín.,72,10,"7,0",41,5,"5,2",-,"1,9",31,38,"0,68","0,03","3,51","0,06",150,"0,83",-,-,-,-,3.000,"38,68","0,24"
2024,Nov,Méd.,217,134,"7,5",48,9,"9,7",-,"4,2",39,63,"1,57","0,11","3,51","0,06",263,"2,00",-,-,-,-,3.000,"38,68","0,32"
2024,Nov,Máx.,805,746,"7,8",60,18,"17,6",-,"6,0",45,96,"2,80","0,19","3,51","0,06",439,"4,39",-,-,-,-,3.000,"38,68","0,42"
2024,Dez,Mín.,,,,,,,,,,,,,,,,,,,,,,,
2024,Dez,Méd.,,,,,,,,,,,,,,,,,,,,,,,
2024,Dez,Máx.,,,,,,,,,,,,,,,,,,,,,,,
